path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50	MRR@1	MRR@5	MRR@10	MRR@20	MRR@50
Instruments-caser-pytorch/checkpoint-best	0.04219261337073399	0.06451612903225806	0.08251519401589527	0.10968910705937354	0.15930341280972418	0.04219261337073399	0.053258380171887144	0.059052843348489384	0.06592374676075054	0.07571997571177987	0.04219261337073399	0.049589956365903194	0.0519665490475449	0.0538517075376157	0.05540455463978667
