path	NDCG@10	NDCG@50	HR@10	HR@50	NDCG@1	NDCG@5	NDCG@20	HR@1	HR@5	HR@20
Arts-tiger-grec-h50-reverse/checkpoint-best	0.08047822969912112	0.10057483437931401	0.11537935670422411	0.20757699526589493	0.05321335047483444	0.0724984076858937	0.08879035381578851	0.05321335047483444	0.09052071746053367	0.14830425004849487
