path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Instruments-bert4rec-recsys23/checkpoint-best	0.0783076203833567	0.105890603085554	0.12651940158952782	0.15468676951846658	0.21370967741935484	0.0783076203833567	0.09218163661866755	0.09875679092174043	0.10584959035187758	0.11750973274539482
