path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Instruments-sasrec-recsys23/checkpoint-best	0.04791958859280038	0.08321645628798503	0.10396213183730715	0.1358695652173913	0.19839878447872838	0.04791958859280038	0.06601097341911692	0.07267733051794047	0.08070414657546149	0.09308294861682072
