path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50	MRR@1	MRR@5	MRR@10	MRR@20	MRR@50
Games-gru4rec-pytorch-official/checkpoint-best	0.020398021723183227	0.057029271871080714	0.08686906931067938	0.13121465250005915	0.21609597955465107	0.020398021723183227	0.03890148786710081	0.0484477842047479	0.05958216846955838	0.0763472495780569	0.020398021723183227	0.032964575593364874	0.03684425070342847	0.039859069984504204	0.04251843457944029
