path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Instruments-grec-sft-qwen4B-4-256-dsz0/checkpoint-630	0.0498	0.0683	0.0794	0.0964	0.1194	0.1635	0.0498	0.0605	0.0651	0.0706	0.0764	0.085
