path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Instruments-bert4rec-vanilla/checkpoint-best	0.07094436652641421	0.09957924263674614	0.11933146330060776	0.1512388966806919	0.20733987844787283	0.07094436652641421	0.08549729300445172	0.09184674377508815	0.09985294766890176	0.11092333308643315
