path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50	MRR@1	MRR@5	MRR@10	MRR@20	MRR@50
Games-gru4rec-pytorch-official/checkpoint-best	0.01315696064743605	0.041221988215528055	0.06748858231382664	0.10693580065784804	0.18038760973993706	0.01315696064743605	0.027089548545832454	0.03555850144581269	0.04548209496173023	0.06000402237884629	0.01315696064743605	0.022486728665294373	0.02596675189318176	0.028664653716034074	0.030972565192014512
