variant_key,variant_label,model_dir,checkpoint,step,max_step,observed_max_step,epoch_progress,NDCG@10,HR@10,NDCG@50,HR@50,NDCG@5,HR@5
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-876,876,8752,8752,0.20018281535648993,0.0411,0.073,0.0627,0.1728,0.0331,0.0482
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-1752,1752,8752,8752,0.40036563071297987,0.0439,0.0785,0.066,0.1806,0.0351,0.0509
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-2628,2628,8752,8752,0.6005484460694699,0.0447,0.0787,0.0671,0.1818,0.0365,0.0531
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-3504,3504,8752,8752,0.8007312614259597,0.0464,0.0808,0.0691,0.1848,0.038,0.0548
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-4380,4380,8752,8752,1.0009140767824498,0.0463,0.081,0.0689,0.1851,0.0376,0.0541
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-5256,5256,8752,8752,1.2010968921389398,0.0466,0.0819,0.068,0.1797,0.0377,0.0542
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-6132,6132,8752,8752,1.4012797074954295,0.0463,0.0821,0.0679,0.1805,0.0372,0.0537
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-7008,7008,8752,8752,1.6014625228519195,0.0463,0.0822,0.0679,0.1812,0.0373,0.0541
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-7884,7884,8752,8752,1.8016453382084094,0.0466,0.0824,0.0682,0.1813,0.0375,0.0541
rule_only,RL rule-only,Games-grec-grpo-rule-only-rerun-quietlog-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-8752,8752,8752,8752,2.0,0.0467,0.0825,0.0683,0.1815,0.0377,0.0544
dynamic_hint,RL dynamic-hint,Games-grec-grpo-rule-only-dynamic-hint-cascade-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-876,876,8752,8752,0.20018281535648993,0.0431,0.0785,0.068,0.1937,0.0341,0.0506
dynamic_hint,RL dynamic-hint,Games-grec-grpo-rule-only-dynamic-hint-cascade-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-1752,1752,8752,8752,0.40036563071297987,0.0442,0.0792,0.0692,0.1945,0.0352,0.0512
dynamic_hint,RL dynamic-hint,Games-grec-grpo-rule-only-dynamic-hint-cascade-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-2628,2628,8752,8752,0.6005484460694699,0.0452,0.0808,0.0705,0.1976,0.0363,0.0533
dynamic_hint,RL dynamic-hint,Games-grec-grpo-rule-only-dynamic-hint-cascade-qwen2.5-3b-qwen4B-4-256-from-sft896,checkpoint-3504,3504,8752,8752,0.8007312614259597,0.0461,0.0822,0.0714,0.1981,0.0372,0.0544
