variant_key,variant_label,model_dir,checkpoint,step,NDCG@10,HR@10,NDCG@50,HR@50,NDCG@5,HR@5
sft,SFT checkpoints,Games-grec-sft-qwen4B-4-256-dsz0,checkpoint-128,128,0.0036000000000000003,0.007500000000000001,0.0059,0.0177,0.0026000000000000003,0.0044
sft,SFT checkpoints,Games-grec-sft-qwen4B-4-256-dsz0,checkpoint-256,256,0.0184,0.034800000000000005,0.032,0.0981,0.014400000000000001,0.0222
sft,SFT checkpoints,Games-grec-sft-qwen4B-4-256-dsz0,checkpoint-384,384,0.032600000000000004,0.059800000000000006,0.0536,0.1568,0.0258,0.0385
sft,SFT checkpoints,Games-grec-sft-qwen4B-4-256-dsz0,checkpoint-512,512,0.037700000000000004,0.07,0.062200000000000005,0.18330000000000002,0.0292,0.0437
sft,SFT checkpoints,Games-grec-sft-qwen4B-4-256-dsz0,checkpoint-640,640,0.0426,0.07880000000000001,0.068,0.1958,0.0333,0.0499
sft,SFT checkpoints,Games-grec-sft-qwen4B-4-256-dsz0,checkpoint-768,768,0.043300000000000005,0.0804,0.06910000000000001,0.1998,0.033600000000000005,0.050300000000000004
sft,SFT checkpoints,Games-grec-sft-qwen4B-4-256-dsz0,checkpoint-896,896,0.043000000000000003,0.079,0.0687,0.197,0.034,0.0507
sft,SFT checkpoints,Games-grec-sft-qwen4B-4-256-dsz0,checkpoint-1024,1024,0.0374,0.0692,0.0597,0.1729,0.029400000000000003,0.0443
