HR@1,NDCG@1,HR@3,NDCG@3,HR@5,NDCG@5,HR@10,NDCG@10,HR@20,NDCG@20,HR@50,NDCG@50
0.0588,0.0588,0.0822,0.0726,0.0932,0.0771,0.1094,0.0823,0.1344,0.0886,0.1844,0.0985
