loss,grad_norm,learning_rate,num_tokens,completions/mean_length,completions/min_length,completions/max_length,completions/clipped_ratio,completions/mean_terminated_length,completions/min_terminated_length,completions/max_terminated_length,rewards/rule_reward/mean,rewards/rule_reward/std,reward,reward_std,frac_reward_zero_std,kl,entropy,clip_ratio/low_mean,clip_ratio/low_min,clip_ratio/high_mean,clip_ratio/high_max,clip_ratio/region_mean,hint_ce/loss,hint_ce/token_count,epoch,global_step,hint_ce_loss_coef,grad_acc,weighted_hint_ce_loss,estimated_rl_base_loss,hint_ce_fraction,rl_base_fraction
0.0036,1.796416163444519,2.2e-06,2640480.0,4.0,3.0,5.0,0.0,4.0,3.0,5.0,0.1650390625,0.3713971972465515,0.1650390625,0.28148066997528076,0.0625,0.0002133852285624016,0.9699952006340027,0.0,0.0,0.0,0.0,0.0,3.5808055996894836,256.0,0.01,23,0.001,4,0.0008952013999223709,0.002704798600077629,0.24866705553399193,0.7513329444660081
0.0038,1.6713948249816895,2.3000000000000004e-06,2749488.0,3.9375,3.0,5.0,0.0,3.9375,3.0,5.0,0.1923828125,0.39436471462249756,0.1923828125,0.2623981833457947,0.09375,0.00013109680730849504,0.9841055870056152,0.0,0.0,0.0,0.0,0.0,3.800982117652893,272.0,0.01,24,0.001,4,0.0009502455294132233,0.0028497544705867765,0.2500646130034798,0.7499353869965202
0.0035,1.7162013053894043,2.4000000000000003e-06,2869264.0,3.8125,2.0,5.0,0.0,3.8125,2.0,5.0,0.1767578125,0.38165003061294556,0.1767578125,0.2707509994506836,0.078125,0.0025388466892763972,0.9026751965284348,0.0,0.0,0.0,0.0,0.0,3.4835923314094543,304.0,0.02,25,0.001,4,0.0008708980828523636,0.0026291019171476365,0.24882802367210388,0.7511719763278961
0.0035,2.185793876647949,2.5e-06,2980240.0,4.0,3.0,5.0,0.0,4.0,3.0,5.0,0.173828125,0.3791467845439911,0.173828125,0.26055172085762024,0.09375,0.000259252996329451,0.9281461983919144,0.0,0.0,0.0,0.0,0.0,3.45911967754364,256.0,0.02,26,0.001,4,0.00086477991938591,0.00263522008061409,0.24707997696740286,0.7529200230325971
0.0041,2.0805492401123047,2.6e-06,3118016.0,4.0,3.0,5.0,0.0,4.0,3.0,5.0,0.2138671875,0.4102345108985901,0.2138671875,0.2494620382785797,0.125,0.0008075638033915311,0.9070126116275787,0.0,0.0,0.0,0.0,0.0,4.051730096340179,256.0,0.02,27,0.001,4,0.001012932524085045,0.0030870674759149556,0.24705671319147435,0.7529432868085257
0.0034,1.5521152019500732,2.7000000000000004e-06,3226544.0,4.03125,3.0,5.0,0.0,4.03125,3.0,5.0,0.158203125,0.3651096820831299,0.158203125,0.2638532519340515,0.078125,0.00033385826827725396,0.9591283053159714,0.0,0.0,0.0,0.0,0.0,3.415473222732544,248.0,0.02,28,0.001,4,0.000853868305683136,0.0025461316943168636,0.25113773696562824,0.7488622630343718
0.0035,2.1454734802246094,2.8000000000000003e-06,3332144.0,3.8125,3.0,5.0,0.0,3.8125,3.0,5.0,0.13671875,0.3437180519104004,0.13671875,0.30881407856941223,0.0,0.0003044365512323566,0.9734695851802826,0.0,0.0,0.0,0.0,0.0,3.4708511233329773,304.0,0.02,29,0.001,4,0.0008677127808332444,0.0026322872191667556,0.24791793738092696,0.752082062619073
0.0033,1.9143731594085693,2.9e-06,3455776.0,3.8125,3.0,5.0,0.0,3.8125,3.0,5.0,0.1513671875,0.3585815727710724,0.1513671875,0.2938516139984131,0.03125,0.00048297315515810624,1.0242994725704193,0.0,0.0,0.0,0.0,0.0,3.2615073919296265,304.0,0.02,30,0.001,4,0.0008153768479824067,0.0024846231520175934,0.247083893328002,0.752916106671998
0.0032,2.046872138977051,3e-06,3567088.0,4.09375,3.0,5.0,0.0,4.09375,3.0,5.0,0.1357421875,0.34268197417259216,0.1357421875,0.29527562856674194,0.015625,0.0006986063235672191,0.9179174900054932,0.0,0.0,0.0,0.0,0.0,3.193798065185547,232.0,0.02,31,0.001,4,0.0007984495162963867,0.0024015504837036133,0.24951547384262085,0.7504845261573792
0.0036,31.087600708007812,3.1000000000000004e-06,3693248.0,3.96875,3.0,5.0,0.0,3.96875,3.0,5.0,0.1396484375,0.3467912971973419,0.1396484375,0.26594167947769165,0.0625,0.0008683587802806869,0.9408753663301468,0.0,0.0,0.0,0.0,0.0,3.5905344486236572,264.0,0.02,32,0.001,4,0.0008976336121559143,0.0027023663878440857,0.24934267004330954,0.7506573299566905
0.0035,1.6522862911224365,3.2000000000000003e-06,3810256.0,4.046875,3.0,5.0,0.0,4.046875,3.0,5.0,0.20703125,0.4053761065006256,0.20703125,0.23939287662506104,0.140625,0.0015881947765592486,0.9010019451379776,0.0,0.0,0.0,0.0,0.0,3.4835816621780396,244.0,0.02,33,0.001,4,0.0008708954155445099,0.0026291045844554902,0.2488272615841457,0.7511727384158543
0.0036,1.6510515213012695,3.3000000000000006e-06,3922944.0,4.09375,2.0,5.0,0.0,4.09375,2.0,5.0,0.150390625,0.35762855410575867,0.150390625,0.2608279585838318,0.078125,0.0012012739607598633,0.9227213710546494,0.0,0.0,0.0,0.0,0.0,3.6216911673545837,232.0,0.02,34,0.001,4,0.000905422791838646,0.0026945772081613537,0.25150633106629056,0.7484936689337094
0.0038,1.7976016998291016,3.4000000000000005e-06,4042304.0,4.03125,3.0,5.0,0.0,4.03125,3.0,5.0,0.2177734375,0.41293424367904663,0.2177734375,0.26135993003845215,0.125,0.0015779374807607383,0.9034883379936218,0.0,0.0,0.0,0.0,0.0,3.7485371828079224,248.0,0.02,35,0.001,4,0.0009371342957019806,0.0028628657042980192,0.2466142883426265,0.7533857116573734
0.0034,1.7959078550338745,3.5e-06,4154912.0,3.921875,2.0,5.0,0.0,3.921875,2.0,5.0,0.1630859375,0.3696245849132538,0.1630859375,0.2795577943325043,0.0625,0.0019726945902220905,0.9313094168901443,0.0,0.0,0.0,0.0,0.0,3.4129321575164795,276.0,0.02,36,0.001,4,0.0008532330393791199,0.00254676696062088,0.2509508939350353,0.7490491060649648
0.0034,1.9932334423065186,3.6000000000000003e-06,4271728.0,3.90625,3.0,5.0,0.0,3.90625,3.0,5.0,0.1796875,0.384114533662796,0.1796875,0.26822781562805176,0.078125,0.001981839712243527,0.8970312774181366,0.0,0.0,0.0,0.0,0.0,3.354781746864319,280.0,0.02,37,0.001,4,0.0008386954367160797,0.00256130456328392,0.2466751284459058,0.7533248715540941
0.0035,2.650360107421875,3.7e-06,4399584.0,3.84375,2.0,5.0,0.0,3.84375,2.0,5.0,0.166015625,0.3722764849662781,0.166015625,0.2798737585544586,0.0625,0.0022597286151722074,0.8856230825185776,0.0,0.0,0.0,0.0,0.0,3.475984275341034,296.0,0.02,38,0.001,4,0.0008689960688352585,0.0026310039311647415,0.24828459109578813,0.7517154089042118
0.0038,2.195774555206299,3.8000000000000005e-06,4515488.0,3.796875,3.0,5.0,0.0,3.796875,3.0,5.0,0.2314453125,0.4219623804092407,0.2314453125,0.2824450135231018,0.109375,0.0045672073028981686,0.7334068417549133,0.0,0.0,0.0,0.0,0.0,3.8056153655052185,308.0,0.02,39,0.001,4,0.0009514038413763046,0.0028485961586236955,0.2503694319411328,0.7496305680588672
0.0033,2.016155958175659,3.900000000000001e-06,4628768.0,3.9375,2.0,5.0,0.0,3.9375,2.0,5.0,0.1748046875,0.3799855411052704,0.1748046875,0.28707313537597656,0.0625,0.004492027510423213,0.8791404962539673,0.0,0.0,0.0,0.0,0.0,3.27993243932724,272.0,0.02,40,0.001,4,0.00081998310983181,0.00248001689016819,0.24847973025206366,0.7515202697479363
0.0035,2.0392403602600098,4.000000000000001e-06,4745120.0,3.78125,3.0,5.0,0.0,3.78125,3.0,5.0,0.23828125,0.4262402057647705,0.23828125,0.2700815200805664,0.125,0.003611721331253648,0.8164133429527283,0.0,0.0,0.0,0.0,0.0,3.5294077396392822,312.0,0.02,41,0.001,4,0.0008823519349098205,0.0026176480650901795,0.2521005528313773,0.7478994471686227
0.003,1.81516432762146,4.1e-06,4858368.0,4.109375,3.0,5.0,0.0,4.109375,3.0,5.0,0.1240234375,0.3297693431377411,0.1240234375,0.28751635551452637,0.015625,0.005090111109893769,0.8953689634799957,0.0,0.0,0.0,0.0,0.0,3.017217993736267,228.0,0.03,42,0.001,4,0.0007543044984340668,0.002245695501565933,0.2514348328113556,0.7485651671886444
0.0034,2.037367820739746,4.2000000000000004e-06,4972304.0,3.828125,3.0,5.0,0.0,3.828125,3.0,5.0,0.17578125,0.3808199465274811,0.17578125,0.29404252767562866,0.0625,0.004124980885535479,0.8890304118394852,0.0,0.0,0.0,0.0,0.0,3.403274416923523,300.0,0.03,43,0.001,4,0.0008508186042308808,0.002549181395769119,0.25024076595025907,0.749759234049741
0.0034,1.7202188968658447,4.3e-06,5099536.0,3.9375,2.0,5.0,0.0,3.9375,2.0,5.0,0.1435546875,0.3508089482784271,0.1435546875,0.27614372968673706,0.0625,0.00444164767395705,0.972642332315445,0.0,0.0,0.0,0.0,0.0,3.4137019515037537,272.0,0.03,44,0.001,4,0.0008534254878759384,0.0025465745121240613,0.25100749643409953,0.7489925035659004
0.0036,2.132749557495117,4.4e-06,5205440.0,3.90625,3.0,5.0,0.0,3.90625,3.0,5.0,0.130859375,0.3374112844467163,0.130859375,0.2970627546310425,0.015625,0.007840990903787315,0.8804404139518738,0.0,0.0,0.0,0.0,0.0,3.6203651428222656,280.0,0.03,45,0.001,4,0.0009050912857055664,0.0026949087142944337,0.251414246029324,0.7485857539706761
0.0032,1.4311593770980835,4.5e-06,5315488.0,4.09375,2.0,5.0,0.0,4.09375,2.0,5.0,0.16015625,0.36693012714385986,0.16015625,0.25516510009765625,0.09375,0.008959195809438825,0.9578444808721542,0.0,0.0,0.0,0.0,0.0,3.195386290550232,232.0,0.03,46,0.001,4,0.000798846572637558,0.002401153427362442,0.24963955394923687,0.750360446050763
0.0036,2.093395948410034,4.600000000000001e-06,5437344.0,3.953125,3.0,5.0,0.0,3.953125,3.0,5.0,0.16796875,0.3740212023258209,0.16796875,0.28676509857177734,0.046875,0.007510446128435433,0.8540475517511368,0.0,0.0,0.0,0.0,0.0,3.6024271845817566,268.0,0.03,47,0.001,4,0.0009006067961454392,0.002699393203854561,0.2501685544848442,0.7498314455151558
0.0035,1.6163079738616943,4.7e-06,5549712.0,4.09375,3.0,5.0,0.0,4.09375,3.0,5.0,0.189453125,0.3920596241950989,0.189453125,0.26099735498428345,0.09375,0.008373901946470141,0.907994881272316,0.0,0.0,0.0,0.0,0.0,3.443971812725067,232.0,0.03,48,0.001,4,0.0008609929531812668,0.0026390070468187334,0.24599798662321906,0.754002013376781
0.0033,1.6494086980819702,4.800000000000001e-06,5655952.0,3.921875,2.0,5.0,0.0,3.921875,2.0,5.0,0.1875,0.3905031085014343,0.1875,0.25284501910209656,0.140625,0.008499326882883906,0.87483711540699,0.0,0.0,0.0,0.0,0.0,3.2728057503700256,276.0,0.03,49,0.001,4,0.0008182014375925065,0.0024817985624074933,0.24793982957348681,0.7520601704265131
0.0037,2.025012493133545,4.9000000000000005e-06,5787520.0,3.96875,3.0,5.0,0.0,3.96875,3.0,5.0,0.1591796875,0.3660223186016083,0.1591796875,0.27943241596221924,0.078125,0.018160234205424786,0.8880514800548553,0.0,0.0,0.0,0.0,0.0,3.673911452293396,264.0,0.03,50,0.001,4,0.000918477863073349,0.0027815221369266513,0.24823726029009432,0.7517627397099057
0.0039,2.2298238277435303,5e-06,5913648.0,3.96875,3.0,5.0,0.0,3.96875,3.0,5.0,0.19921875,0.3996080458164215,0.19921875,0.2549079656600952,0.15625,0.16540356166660786,0.8740944564342499,0.0,0.0,0.0,0.0,0.0,3.714940905570984,264.0,0.03,51,0.001,4,0.000928735226392746,0.0029712647736072537,0.23813723753660154,0.7618627624633985
0.0036,2.151277542114258,5.1e-06,6032080.0,3.90625,3.0,5.0,0.0,3.90625,3.0,5.0,0.1650390625,0.3713971972465515,0.1650390625,0.28398680686950684,0.0625,0.016172178788110614,0.9094326943159103,0.0,0.0,0.0,0.0,0.0,3.628246486186981,280.0,0.03,52,0.001,4,0.0009070616215467453,0.0026929383784532546,0.2519615615407626,0.7480384384592375
0.0033,3.0257010459899902,5.2e-06,6145008.0,3.84375,3.0,5.0,0.0,3.84375,3.0,5.0,0.2021484375,0.4017985761165619,0.2021484375,0.27694588899612427,0.109375,0.02493860526010394,0.7813199907541275,0.0,0.0,0.0,0.0,0.0,3.2737825512886047,296.0,0.03,53,0.001,4,0.0008184456378221512,0.002481554362177849,0.24801382964307614,0.7519861703569239
0.0035,1.7885425090789795,5.300000000000001e-06,6243936.0,4.09375,2.0,5.0,0.0,4.09375,2.0,5.0,0.115234375,0.31946060061454773,0.115234375,0.27608126401901245,0.046875,0.017138834111392498,1.00849848985672,0.0,0.0,0.0,0.0,0.0,3.5105957984924316,232.0,0.03,54,0.001,4,0.0008776489496231079,0.002622351050376892,0.25075684274945936,0.7492431572505406
0.0034,1.9147557020187378,5.400000000000001e-06,6361648.0,3.796875,2.0,5.0,0.0,3.796875,2.0,5.0,0.197265625,0.3981289863586426,0.197265625,0.26460158824920654,0.125,0.028335909824818373,0.7538663297891617,0.0,0.0,0.0,0.0,0.0,3.4118047952651978,308.0,0.03,55,0.001,4,0.0008529511988162995,0.0025470488011837002,0.2508679996518528,0.7491320003481472
0.0032,1.8200763463974,5.500000000000001e-06,6472640.0,3.984375,3.0,5.0,0.0,3.984375,3.0,5.0,0.126953125,0.3330831229686737,0.126953125,0.27628710865974426,0.046875,0.02125166356563568,0.8730208873748779,0.0,0.0,0.0,0.0,0.0,3.1850801706314087,260.0,0.03,56,0.001,4,0.0007962700426578521,0.002403729957342148,0.24883438833057878,0.7511656116694212
0.0036,2.5288562774658203,5.600000000000001e-06,6595328.0,4.0625,3.0,5.0,0.0,4.0625,3.0,5.0,0.126953125,0.3330831229686737,0.126953125,0.2566820979118347,0.109375,0.22710143588483334,0.9360855221748352,0.0,0.0,0.0,0.0,0.0,3.34644615650177,240.0,0.03,57,0.001,4,0.0008366115391254425,0.0027633884608745576,0.23239209420151183,0.7676079057984883
0.0033,1.926987648010254,5.7e-06,6702752.0,3.859375,2.0,5.0,0.0,3.859375,2.0,5.0,0.1533203125,0.36047205328941345,0.1533203125,0.28707385063171387,0.046875,0.04721896070986986,0.8784675300121307,0.0,0.0,0.0,0.0,0.0,3.3002474308013916,292.0,0.03,58,0.001,4,0.0008250618577003479,0.002474938142299652,0.2500187447576812,0.7499812552423187
0.0034,2.229649543762207,5.8e-06,6819728.0,3.96875,2.0,5.0,0.0,3.96875,2.0,5.0,0.1640625,0.3705132305622101,0.1640625,0.27555128931999207,0.078125,0.048047381453216076,0.8450736254453659,0.0,0.0,0.0,0.0,0.0,3.3716835379600525,264.0,0.04,59,0.001,4,0.0008429208844900132,0.0025570791155099864,0.24791790720294507,0.7520820927970548
0.0034,2.3084816932678223,5.9e-06,6929280.0,4.078125,3.0,5.0,0.0,4.078125,3.0,5.0,0.1474609375,0.3547380566596985,0.1474609375,0.2708267867565155,0.0625,0.03392977453768253,0.882071316242218,0.0,0.0,0.0,0.0,0.0,3.3769511580467224,236.0,0.04,60,0.001,4,0.0008442377895116806,0.002555762210488319,0.24830523220931783,0.7516947677906821
0.0039,2.228618621826172,6e-06,7061296.0,3.8125,2.0,5.0,0.0,3.8125,2.0,5.0,0.2060546875,0.40466785430908203,0.2060546875,0.273642361164093,0.109375,0.06861025048419833,0.8754931390285492,0.0,0.0,0.0,0.0,0.0,3.8468849062919617,304.0,0.04,61,0.001,4,0.0009617212265729904,0.0029382787734270094,0.2465951863007668,0.7534048136992332
0.0035,2.068317413330078,6.1e-06,7175632.0,3.9375,3.0,5.0,0.0,3.9375,3.0,5.0,0.1337890625,0.3405918776988983,0.1337890625,0.2768894135951996,0.0625,0.04802330024540424,0.8605562895536423,0.0,0.0,0.0,0.0,0.0,3.4977213740348816,272.0,0.04,62,0.001,4,0.0008744303435087204,0.0026255696564912796,0.24983724100249155,0.7501627589975085
0.0037,1.8128582239151,6.200000000000001e-06,7279248.0,4.03125,3.0,5.0,0.0,4.03125,3.0,5.0,0.2109375,0.40817347168922424,0.2109375,0.2432759404182434,0.140625,0.05302633158862591,0.8597750067710876,0.0,0.0,0.0,0.0,0.0,3.661799192428589,248.0,0.04,63,0.001,4,0.0009154497981071472,0.002784550201892853,0.24741886435328303,0.752581135646717
0.0035,1.7989612817764282,6.300000000000001e-06,7382928.0,4.078125,2.0,5.0,0.0,4.078125,2.0,5.0,0.1416015625,0.34881138801574707,0.1416015625,0.26822108030319214,0.0625,0.06365822348743677,0.8734155297279358,0.0,0.0,0.0,0.0,0.0,3.3933424949645996,236.0,0.04,64,0.001,4,0.00084833562374115,0.0026516643762588502,0.2423816067831857,0.7576183932168143
0.0037,2.1633291244506836,6.4000000000000006e-06,7506720.0,3.890625,3.0,5.0,0.0,3.890625,3.0,5.0,0.1962890625,0.39738377928733826,0.1962890625,0.26071444153785706,0.09375,0.04412186052650213,0.9289041757583618,0.0,0.0,0.0,0.0,0.0,3.610627055168152,284.0,0.04,65,0.001,4,0.000902656763792038,0.002797343236207962,0.24396128751136162,0.7560387124886383
0.0034,1.8234004974365234,6.5000000000000004e-06,7617456.0,3.953125,2.0,5.0,0.0,3.953125,2.0,5.0,0.181640625,0.38573646545410156,0.181640625,0.24804891645908356,0.140625,0.07962043024599552,0.8945728540420532,0.0,0.0,0.0,0.0,0.0,3.292130947113037,268.0,0.04,66,0.001,4,0.0008230327367782593,0.0025769672632217407,0.2420684519936057,0.7579315480063944
0.0037,2.129629373550415,6.600000000000001e-06,7731104.0,3.984375,3.0,5.0,0.0,3.984375,3.0,5.0,0.1689453125,0.374886691570282,0.1689453125,0.26125091314315796,0.09375,0.047332108952105045,0.8104631006717682,0.0,0.0,0.0,0.0,0.0,3.6952531933784485,260.0,0.04,67,0.001,4,0.0009238132983446121,0.0027761867016553882,0.24967926982286814,0.750320730177132
0.0034,2.2598023414611816,6.700000000000001e-06,7840624.0,3.921875,3.0,5.0,0.0,3.921875,3.0,5.0,0.2021484375,0.4017985761165619,0.2021484375,0.26911982893943787,0.109375,0.10598069988191128,0.7685223966836929,0.0,0.0,0.0,0.0,0.0,3.3007600903511047,276.0,0.04,68,0.001,4,0.0008251900225877762,0.0025748099774122236,0.2427029478199342,0.7572970521800658
