path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Arts-sasrec-recsys23/checkpoint-best	0.05002029678408732	0.0828108790762708	0.10437057417346984	0.13477064633981328	0.19029362680979658	0.05002029678408732	0.06662787663715034	0.07360014034296797	0.08124635069900334	0.09222654084811732
