path	NDCG@10	NDCG@50	HR@10	HR@50	NDCG@1	NDCG@5	NDCG@20	HR@1	HR@5	HR@20
Arts-bert4rec-vanilla/checkpoint-best	0.05157906889306528	0.0665817897027205	0.07338415046682603	0.14306977583329575	0.03531640431193902	0.046086056738198794	0.057422999085813504	0.03531640431193902	0.05633485183347616	0.09661269225564927
