path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Instruments-tiger-grec-h50-reverse/checkpoint-best	0.07559357513803676	0.09956936689104115	0.1206936687543239	0.1533403164972473	0.20967178700190017	0.07559357513803676	0.0877646804376188	0.09450836250735395	0.1027637085351864	0.11388022652384955
