path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Arts-bert4rec-vanilla/checkpoint-best	0.0523205989806504	0.08623878038879618	0.10901628253123449	0.13937125073293943	0.19651797392990844	0.0523205989806504	0.06958614195787595	0.07690654466413624	0.08454730719857982	0.09581506301866365
