path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Arts-bert4rec-recsys23/checkpoint-best	0.060619728474132877	0.0969735239727572	0.12024716972621893	0.1520454647963556	0.21126697036669523	0.060619728474132877	0.07938993348475093	0.08688515645981046	0.09488203134236163	0.10653539813721033
