path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50	MRR@1	MRR@5	MRR@10	MRR@20	MRR@50
Arts-gru4rec-pytorch-official/checkpoint-best	0.05989806503991701	0.08700554778765053	0.10712191601641784	0.13504127012764422	0.18835415633034144	0.05989806503991701	0.07391136386666304	0.08041221666962751	0.08742110649416568	0.09791695171563047	0.05989806503991701	0.06959842436816868	0.07227894224759486	0.07417628160799915	0.07582699183346824
