path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Games-sasrec-recsys23/checkpoint-best	0.015499656877824843	0.04630966184718048	0.07259991954376582	0.10975176885397193	0.1861615277219054	0.015499656877824843	0.03098574782988464	0.03937527331816794	0.04871662070160317	0.06378549901752202
