path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50	MRR@1	MRR@5	MRR@10	MRR@20	MRR@50
Arts-caser-pytorch/checkpoint-best	0.02742321050020297	0.04212710297235127	0.05466600514185197	0.07451174958278833	0.11032429750575075	0.02742321050020297	0.034726795475702205	0.03873631422610223	0.04373652242090276	0.05080083207343909	0.02742321050020297	0.0323154871979914	0.03394343604866359	0.03530678195491326	0.03642439936378033
