loss,grad_norm,learning_rate,num_tokens,completions/mean_length,completions/min_length,completions/max_length,completions/clipped_ratio,completions/mean_terminated_length,completions/min_terminated_length,completions/max_terminated_length,rewards/rule_reward/mean,rewards/rule_reward/std,reward,reward_std,frac_reward_zero_std,kl,entropy,clip_ratio/low_mean,clip_ratio/low_min,clip_ratio/high_mean,clip_ratio/high_max,clip_ratio/region_mean,loss/rl_base,hint_ce/loss,hint_ce/token_count,loss/hint_ce_weighted,epoch,global_step,hint_ce_loss_coef,grad_acc,weighted_hint_ce_loss,estimated_rl_base_loss,hint_ce_fraction,rl_base_fraction
0.0034,1.457502216535894,1.1e-06,1373312.0,4.0625,3.0,5.0,0.0,4.0625,3.0,5.0,0.1669921875,0.37315112352371216,0.1669921875,0.258840948343277,0.078125,9.37055974645773e-05,1.0027605593204498,0.0,0.0,0.0,0.0,0.0,2.8870999813079834e-08,3.4307910203933716,240.0,0.0009244792017852888,0.01,12,0.001,4,0.0008576977550983429,0.002542302244901657,0.2522640456171597,0.7477359543828404
0.0037,1.6187096019376022,1.2000000000000002e-06,1483952.0,3.9375,3.0,5.0,0.0,3.9375,3.0,5.0,0.138671875,0.3457726836204529,0.138671875,0.2851948142051697,0.046875,8.574227103963494e-05,0.8730878233909607,0.0,0.0,0.0,0.0,0.0,4.516914486885071e-08,3.6740816831588745,272.0,0.0007944623794173822,0.01,13,0.001,4,0.0009185204207897186,0.0027814795792102816,0.24824876237559962,0.7517512376244004
0.0033,1.8898040042442181,1.3e-06,1603280.0,3.875,3.0,5.0,0.0,3.875,3.0,5.0,0.15234375,0.3595293462276459,0.15234375,0.29285958409309387,0.03125,8.593013899371726e-05,0.8537583351135254,0.0,0.0,0.0,0.0,0.0,2.584420144557953e-08,3.3256338834762573,288.0,0.0008566216856706887,0.01,14,0.001,4,0.0008314084708690644,0.0024685915291309357,0.25194196086941345,0.7480580391305865
0.0034,2.016788224152288,1.4000000000000001e-06,1731520.0,3.796875,2.0,5.0,0.0,3.796875,2.0,5.0,0.208984375,0.4067818820476532,0.208984375,0.2752126157283783,0.09375,0.00013595620112027973,0.9505918771028519,0.0,0.0,0.0,0.0,0.0,3.8533471524715424e-08,3.3923011422157288,308.0,0.0009171063720714301,0.01,15,0.001,4,0.0008480752855539322,0.0025519247144460675,0.24943390751586242,0.7505660924841375
0.0034,1.596268323595763,1.5e-06,1838544.0,4.1875,3.0,5.0,0.0,4.1875,3.0,5.0,0.1103515625,0.31348055601119995,0.1103515625,0.2746334671974182,0.015625,0.00013839523307979107,0.9559732973575592,0.0,0.0,0.0,0.0,0.0,6.239861249923706e-08,3.430327296257019,208.0,0.0008896478830138221,0.01,16,0.001,4,0.0008575818240642548,0.002542418175935745,0.2522299482541926,0.7477700517458074
0.0036,1.9195823017736249,1.6000000000000001e-06,1952560.0,3.859375,3.0,5.0,0.0,3.859375,3.0,5.0,0.1962890625,0.39738377928733826,0.1962890625,0.2825963795185089,0.078125,6.30463364359457e-05,0.8924506306648254,0.0,0.0,0.0,0.0,0.0,4.6566128730773926e-09,3.5613322854042053,292.0,0.0005972817016299814,0.01,17,0.001,4,0.0008903330713510514,0.0027096669286489484,0.24731474204195872,0.7526852579580412
0.0036,1.9421932350866706,1.7000000000000002e-06,2074352.0,4.0,3.0,5.0,0.0,4.0,3.0,5.0,0.1474609375,0.3547380566596985,0.1474609375,0.2852505147457123,0.03125,8.394074211537372e-05,1.0017629861831665,0.0,0.0,0.0,0.0,0.0,6.752088665962219e-09,3.5910431146621704,256.0,0.0011479492677608505,0.01,18,0.001,4,0.0008977607786655426,0.002702239221334457,0.24937799407376182,0.7506220059262382
0.0036,1.6064756904166109,1.8000000000000001e-06,2175440.0,3.84375,2.0,5.0,0.0,3.84375,2.0,5.0,0.197265625,0.3981289863586426,0.197265625,0.2674201428890228,0.109375,0.00021780742099508643,0.8198862373828888,0.0,0.0,0.0,0.0,0.0,9.499490261077881e-08,3.553614616394043,296.0,0.0011503313144203275,0.01,19,0.001,4,0.0008884036540985108,0.002711596345901489,0.2467787928051419,0.7532212071948581
0.0035,1.7488345286372489,1.9000000000000002e-06,2289088.0,3.96875,3.0,5.0,0.0,3.96875,3.0,5.0,0.1494140625,0.3566703498363495,0.1494140625,0.26336950063705444,0.0625,4.4275079289946007e-05,1.015434354543686,0.0,0.0,0.0,0.0,0.0,2.2351741790771484e-08,3.5313518047332764,264.0,0.0007502367807319388,0.01,20,0.001,4,0.0008828379511833191,0.002617162048816681,0.25223941462380545,0.7477605853761945
0.0036,1.686421558639323,2.0000000000000003e-06,2404928.0,4.03125,3.0,5.0,0.0,4.03125,3.0,5.0,0.1640625,0.3705132305622101,0.1640625,0.2688766419887543,0.0625,0.00014777154865441844,0.9520908296108246,0.0,0.0,0.0,0.0,0.0,4.317553248256445e-08,3.5567879676818848,248.0,0.0009673639433458447,0.01,21,0.001,4,0.0008891969919204712,0.0027108030080795287,0.24699916442235312,0.7530008355776469
0.0034,1.8703624077753611,2.1000000000000002e-06,2517280.0,3.84375,2.0,5.0,0.0,3.84375,2.0,5.0,0.1826171875,0.3865411579608917,0.1826171875,0.2843596935272217,0.078125,0.00016130814219650347,0.8685859888792038,0.0,0.0,0.0,0.0,0.0,3.003515303134918e-08,3.380879282951355,296.0,0.0008856102504068986,0.01,22,0.001,4,0.0008452198207378387,0.002554780179262161,0.24859406492289376,0.7514059350771063
0.0036,1.7897702585845592,2.2e-06,2640480.0,4.0,3.0,5.0,0.0,4.0,3.0,5.0,0.1650390625,0.3713971972465515,0.1650390625,0.28148066997528076,0.0625,0.00015705481564509682,0.9727827161550522,0.0,0.0,0.0,0.0,0.0,2.561137080192566e-08,3.580599844455719,256.0,0.0009588623506715521,0.01,23,0.001,4,0.0008951499611139298,0.00270485003888607,0.24865276697609162,0.7513472330239084
0.0038,1.6109522328432058,2.3000000000000004e-06,2749488.0,3.9375,3.0,5.0,0.0,3.9375,3.0,5.0,0.19140625,0.3936002850532532,0.19140625,0.2584919333457947,0.109375,0.00012617996253538877,0.9854524731636047,0.0,0.0,0.0,0.0,0.0,4.807952791452408e-08,3.803298771381378,272.0,0.0006801471026847139,0.01,24,0.001,4,0.0009508246928453445,0.0028491753071546557,0.2502170244329854,0.7497829755670147
0.0035,1.8309477110962105,2.4000000000000003e-06,2869264.0,3.8125,2.0,5.0,0.0,3.8125,2.0,5.0,0.1767578125,0.38165003061294556,0.1767578125,0.2707509994506836,0.078125,0.002704478145460598,0.9045594483613968,0.0,0.0,0.0,0.0,0.0,1.257285475730896e-08,3.5039950609207153,304.0,0.0010488153347978368,0.02,25,0.001,4,0.0008759987652301788,0.002624001234769821,0.2502853614943368,0.7497146385056632
0.0035,1.777038679090576,2.5e-06,2980240.0,4.0,3.0,5.0,0.0,4.0,3.0,5.0,0.1748046875,0.3799855411052704,0.1748046875,0.26445797085762024,0.078125,0.00022717484534950927,0.9248076379299164,0.0,0.0,0.0,0.0,0.0,4.516914486885071e-08,3.471915304660797,256.0,0.000759704620577395,0.02,26,0.001,4,0.0008679788261651993,0.0026320211738348007,0.2479939503329141,0.752006049667086
0.004,2.077128718017438,2.6e-06,3118016.0,4.0,3.0,5.0,0.0,4.0,3.0,5.0,0.2138671875,0.4102345108985901,0.2138671875,0.2494620382785797,0.125,0.0010942322114715353,0.9049708396196365,0.0,0.0,0.0,0.0,0.0,5.448237061500549e-08,4.04317045211792,256.0,0.0007994690386112779,0.02,27,0.001,4,0.00101079261302948,0.00298920738697052,0.25269815325737,0.74730184674263
0.0034,1.5542064456513756,2.7000000000000004e-06,3226544.0,4.03125,3.0,5.0,0.0,4.03125,3.0,5.0,0.1591796875,0.3660223186016083,0.1591796875,0.2677595019340515,0.0625,0.0002638367695908528,0.9618459790945053,0.0,0.0,0.0,0.0,0.0,7.747439667582512e-08,3.428628444671631,248.0,0.0008416079072048888,0.02,28,0.001,4,0.0008571571111679078,0.002542842888832092,0.25210503269644347,0.7478949673035565
0.0035,2.147302549969344,2.8000000000000003e-06,3332144.0,3.8125,3.0,5.0,0.0,3.8125,3.0,5.0,0.13671875,0.3437180519104004,0.13671875,0.30881407856941223,0.0,0.0003178520273650065,0.972373902797699,0.0,0.0,0.0,0.0,0.0,3.7834979593753815e-08,3.468934714794159,304.0,0.0009516859136056155,0.02,29,0.001,4,0.0008672336786985398,0.00263276632130146,0.24778105105672565,0.7522189489432743
0.0032,1.9157136538252575,2.9e-06,3455776.0,3.8125,3.0,5.0,0.0,3.8125,3.0,5.0,0.1513671875,0.3585815727710724,0.1513671875,0.2938516139984131,0.03125,0.0003931771279894747,1.021903932094574,0.0,0.0,0.0,0.0,0.0,9.208451956510544e-08,3.2426534295082092,304.0,0.0007681435527047142,0.02,30,0.001,4,0.0008106633573770523,0.0023893366426229476,0.25333229918032885,0.746667700819671
0.0031,2.295569185897434,3e-06,3567088.0,4.09375,3.0,5.0,0.0,4.09375,3.0,5.0,0.1357421875,0.34268197417259216,0.1357421875,0.29527562856674194,0.015625,0.0007300034631043673,0.9164196699857712,0.0,0.0,0.0,0.0,0.0,2.1747109713032842e-07,3.1484639048576355,232.0,0.0009105603821808472,0.02,31,0.001,4,0.0007871159762144089,0.002312884023785591,0.2539083794240029,0.7460916205759971
0.0035,1.8015367662701505,3.1000000000000004e-06,3693248.0,3.96875,3.0,5.0,0.0,3.96875,3.0,5.0,0.140625,0.34780415892601013,0.140625,0.26984792947769165,0.046875,0.0010158248187508434,0.9389891922473907,0.0,0.0,0.0,0.0,0.0,1.6496051102876663e-07,3.478415846824646,264.0,0.0008455367060378194,0.02,32,0.001,4,0.0008696039617061615,0.0026303960382938387,0.248458274773189,0.7515417252268111
0.0035,1.8978244155501778,3.2000000000000003e-06,3810256.0,4.046875,3.0,5.0,0.0,4.046875,3.0,5.0,0.2080078125,0.40608078241348267,0.2080078125,0.24329912662506104,0.125,0.001613861764781177,0.903203696012497,0.0,0.0,0.0,0.0,0.0,5.295732989907265e-07,3.503076672554016,244.0,0.000717661387170665,0.02,33,0.001,4,0.0008757691681385041,0.002624230831861496,0.25021976232528687,0.7497802376747131
0.0036,1.6170719940230796,3.3000000000000006e-06,3922944.0,4.09375,2.0,5.0,0.0,4.09375,2.0,5.0,0.150390625,0.35762855410575867,0.150390625,0.2608279585838318,0.078125,0.0013191996986279264,0.9178173840045929,0.0,0.0,0.0,0.0,0.0,3.520399332046509e-07,3.6279239654541016,232.0,0.0008895474602468312,0.02,34,0.001,4,0.0009069809913635254,0.0026930190086364744,0.25193916426764595,0.748060835732354
0.0037,1.809918669530954,3.4000000000000005e-06,4042304.0,4.03125,3.0,5.0,0.0,4.03125,3.0,5.0,0.2177734375,0.41293424367904663,0.2177734375,0.26135993003845215,0.125,0.001634076063055545,0.9062927514314651,0.0,0.0,0.0,0.0,0.0,1.5923797036521137e-07,3.725001633167267,248.0,0.0009642137592891231,0.02,35,0.001,4,0.0009312504082918167,0.0027687495917081834,0.2516892995383288,0.7483107004616711
0.0034,1.8042230618396216,3.5e-06,4154912.0,3.921875,2.0,5.0,0.0,3.921875,2.0,5.0,0.1630859375,0.3696245849132538,0.1630859375,0.2795577943325043,0.0625,0.00232111758668907,0.9352933764457703,0.0,0.0,0.0,0.0,0.0,4.461035132408142e-07,3.3885770440101624,276.0,0.0006788949685869738,0.02,36,0.001,4,0.0008471442610025406,0.0025528557389974593,0.24916007676545315,0.7508399232345468
0.0034,1.7082167603722003,3.6000000000000003e-06,4271728.0,3.90625,3.0,5.0,0.0,3.90625,3.0,5.0,0.1787109375,0.38329729437828064,0.1787109375,0.26432156562805176,0.09375,0.002094219671562314,0.8972052335739136,0.0,0.0,0.0,0.0,0.0,4.230532795190811e-07,3.3770488500595093,280.0,0.0010555804037721828,0.02,37,0.001,4,0.0008442622125148774,0.0025557377874851224,0.2483124154455522,0.7516875845544478
0.0035,8.80363166814329,3.7e-06,4399584.0,3.84375,2.0,5.0,0.0,3.84375,2.0,5.0,0.166015625,0.3722764849662781,0.166015625,0.2798737585544586,0.0625,0.002508263220079243,0.8831198662519455,0.0,0.0,0.0,0.0,0.0,7.45698343962431e-07,3.479843258857727,296.0,0.0007205975853139535,0.02,38,0.001,4,0.0008699608147144318,0.0026300391852855684,0.24856023277555195,0.751439767224448
0.0038,3.2280764362564507,3.8000000000000005e-06,4515488.0,3.796875,3.0,5.0,0.0,3.796875,3.0,5.0,0.2314453125,0.4219623804092407,0.2314453125,0.2824450135231018,0.109375,0.0034767627366818488,0.7334467768669128,0.0,0.0,0.0,0.0,0.0,5.040783435106277e-07,3.7897682189941406,308.0,0.0009304992272518575,0.02,39,0.001,4,0.0009474420547485352,0.0028525579452514647,0.24932685651277242,0.7506731434872276
0.0033,2.052201023618519,3.900000000000001e-06,4628768.0,3.9375,2.0,5.0,0.0,3.9375,2.0,5.0,0.1748046875,0.3799855411052704,0.1748046875,0.28707313537597656,0.0625,0.004629103234037757,0.879619300365448,0.0,0.0,0.0,0.0,0.0,1.5140976756811142e-06,3.272434413433075,272.0,0.0007286305481102318,0.02,40,0.001,4,0.0008181086033582687,0.002481891396641731,0.24791169798735416,0.7520883020126458
0.0035,2.0679272597194576,4.000000000000001e-06,4745120.0,3.78125,3.0,5.0,0.0,3.78125,3.0,5.0,0.23828125,0.4262402057647705,0.23828125,0.2700815200805664,0.125,0.0035287210484966636,0.8158668875694275,0.0,0.0,0.0,0.0,0.0,7.844064384698868e-07,3.536051392555237,312.0,0.0009233101591235027,0.02,41,0.001,4,0.0008840128481388092,0.002615987151861191,0.2525750994682312,0.7474249005317688
0.003,1.8184905551242831,4.1e-06,4858368.0,4.109375,3.0,5.0,0.0,4.109375,3.0,5.0,0.123046875,0.3286515176296234,0.123046875,0.28361010551452637,0.03125,0.004950046306475997,0.8968149274587631,0.0,0.0,0.0,0.0,0.0,1.5289406292140484e-06,2.9850446581840515,228.0,0.0007353344844887033,0.03,42,0.001,4,0.0007462611645460129,0.002253738835453987,0.24875372151533762,0.7512462784846624
0.0034,2.0687869296412975,4.2000000000000004e-06,4972304.0,3.828125,3.0,5.0,0.0,3.828125,3.0,5.0,0.17578125,0.3808199465274811,0.17578125,0.29404252767562866,0.0625,0.003853204776532948,0.8871848434209824,0.0,0.0,0.0,0.0,0.0,6.281770765781403e-07,3.3865172266960144,300.0,0.0006976042059250176,0.03,43,0.001,4,0.0008466293066740036,0.002553370693325996,0.24900861961000106,0.7509913803899989
0.0034,1.7280000626277243,4.3e-06,5099536.0,3.9375,2.0,5.0,0.0,3.9375,2.0,5.0,0.1435546875,0.3508089482784271,0.1435546875,0.27614372968673706,0.0625,0.004240141017362475,0.9757018834352493,0.0,0.0,0.0,0.0,0.0,1.0307412594556808e-06,3.4248218536376953,272.0,0.0011493566853459924,0.03,44,0.001,4,0.0008562054634094239,0.002543794536590576,0.2518251362968894,0.7481748637031106
0.0036,2.1510152101190374,4.4e-06,5205440.0,3.90625,3.0,5.0,0.0,3.90625,3.0,5.0,0.130859375,0.3374112844467163,0.130859375,0.2970627546310425,0.015625,0.007073718239553273,0.88144850730896,0.0,0.0,0.0,0.0,0.0,2.4958280846476555e-06,3.584666430950165,280.0,0.0008344308298546821,0.03,45,0.001,4,0.0008961666077375412,0.0027038333922624587,0.24893516881598365,0.7510648311840163
0.0032,1.4465334241329366,4.5e-06,5315488.0,4.09375,2.0,5.0,0.0,4.09375,2.0,5.0,0.16015625,0.36693012714385986,0.16015625,0.25516510009765625,0.09375,0.009259234881028533,0.959234893321991,0.0,0.0,0.0,0.0,0.0,2.523651346564293e-06,3.1975996494293213,232.0,0.0009577047894708812,0.03,46,0.001,4,0.0007993999123573303,0.0024006000876426697,0.24981247261166573,0.7501875273883343
0.0036,2.1503741902928377,4.600000000000001e-06,5437344.0,3.953125,3.0,5.0,0.0,3.953125,3.0,5.0,0.1669921875,0.37315112352371216,0.1669921875,0.28285884857177734,0.0625,0.00791045802179724,0.8547697365283966,0.0,0.0,0.0,0.0,0.0,2.8228387236595154e-06,3.6373457312583923,268.0,0.0009532999392831698,0.03,47,0.001,4,0.0009093364328145981,0.0026906635671854018,0.2525934535596106,0.7474065464403894
0.0035,1.6193892050649887,4.7e-06,5549712.0,4.09375,3.0,5.0,0.0,4.09375,3.0,5.0,0.189453125,0.3920596241950989,0.189453125,0.26099735498428345,0.09375,0.00846453511621803,0.9107604771852493,0.0,0.0,0.0,0.0,0.0,2.362765371799469e-06,3.448417603969574,232.0,0.0008065522415563464,0.03,48,0.001,4,0.0008621044009923935,0.0026378955990076064,0.24631554314068385,0.7536844568593161
0.0033,1.658571236222119,4.800000000000001e-06,5655952.0,3.921875,2.0,5.0,0.0,3.921875,2.0,5.0,0.1875,0.3905031085014343,0.1875,0.25284501910209656,0.140625,0.008625134476460516,0.87950599193573,0.0,0.0,0.0,0.0,0.0,1.2633390724658966e-06,3.324657917022705,276.0,0.0012417346588335931,0.03,49,0.001,4,0.0008311644792556763,0.0024688355207443235,0.2518680240168716,0.7481319759831283
0.0037,2.029791465304941,4.9000000000000005e-06,5787520.0,3.96875,3.0,5.0,0.0,3.96875,3.0,5.0,0.1591796875,0.3660223186016083,0.1591796875,0.27943241596221924,0.078125,0.017142278142273426,0.8852016478776932,0.0,0.0,0.0,0.0,0.0,5.064532160758972e-06,3.6613895893096924,264.0,0.0007381628965958953,0.03,50,0.001,4,0.0009153473973274231,0.002784652602672577,0.24739118846687108,0.7526088115331289
0.0052,1090.198565961869,5e-06,5913648.0,3.96875,3.0,5.0,0.0,3.96875,3.0,5.0,0.19921875,0.3996080458164215,0.19921875,0.2549079656600952,0.15625,1.4995419047772884,0.875222459435463,0.0,0.0,0.0,0.0,0.0,3.955909051001072e-06,3.7243738174438477,264.0,0.0012537926086224616,0.03,51,0.001,4,0.000931093454360962,0.004268906545639038,0.17905643353095424,0.8209435664690458
0.0036,2.1471827145921125,5.1e-06,6032080.0,3.90625,3.0,5.0,0.0,3.90625,3.0,5.0,0.1650390625,0.3713971972465515,0.1650390625,0.28398680686950684,0.0625,0.015785346273332834,0.9105899333953857,0.0,0.0,0.0,0.0,0.0,4.3869949877262115e-06,3.5722265243530273,280.0,0.0007709263591095805,0.03,52,0.001,4,0.0008930566310882569,0.002706943368911743,0.2480712864134047,0.7519287135865953
0.0033,3.0723925624678476,5.2e-06,6145008.0,3.84375,3.0,5.0,0.0,3.84375,3.0,5.0,0.2021484375,0.4017985761165619,0.2021484375,0.27694588899612427,0.109375,0.02591770514845848,0.7817917466163635,0.0,0.0,0.0,0.0,0.0,1.3507436960935593e-05,3.2535247802734375,296.0,0.0008826014091027901,0.03,53,0.001,4,0.0008133811950683594,0.0024866188049316408,0.24647915002071497,0.753520849979285
0.0035,1.7625076888066065,5.300000000000001e-06,6243936.0,4.09375,2.0,5.0,0.0,4.09375,2.0,5.0,0.115234375,0.31946060061454773,0.115234375,0.27608126401901245,0.046875,0.015155954752117395,1.0122859179973602,0.0,0.0,0.0,0.0,0.0,2.003973349928856e-06,3.482444643974304,232.0,0.0009199892665492371,0.03,54,0.001,4,0.0008706111609935761,0.002629388839006424,0.24874604599816458,0.7512539540018355
0.0035,1.8980841616195276,5.400000000000001e-06,6361648.0,3.796875,2.0,5.0,0.0,3.796875,2.0,5.0,0.197265625,0.3981289863586426,0.197265625,0.26460158824920654,0.125,0.026694355066865683,0.75715272128582,0.0,0.0,0.0,0.0,0.0,2.9733146220678464e-06,3.443967878818512,308.0,0.0012266640551388264,0.03,55,0.001,4,0.000860991969704628,0.002639008030295372,0.2459977056298937,0.7540022943701064
0.0032,1.8070473941480363,5.500000000000001e-06,6472640.0,3.984375,3.0,5.0,0.0,3.984375,3.0,5.0,0.126953125,0.3330831229686737,0.126953125,0.27628710865974426,0.046875,0.02088678441941738,0.8753493577241898,0.0,0.0,0.0,0.0,0.0,9.473413228988647e-06,3.192387640476227,260.0,0.0005796875484520569,0.03,56,0.001,4,0.0007980969101190567,0.0024019030898809433,0.24940528441220522,0.7505947155877948
0.0035,2.9947361324320774,5.600000000000001e-06,6595328.0,4.0625,3.0,5.0,0.0,4.0625,3.0,5.0,0.1298828125,0.33633872866630554,0.1298828125,0.2684008479118347,0.0625,0.18679805845022202,0.9399633705615997,0.0,0.0,0.0,0.0,0.0,1.05641083791852e-05,3.3247402906417847,240.0,0.0008964844309957698,0.03,57,0.001,4,0.0008311850726604461,0.002668814927339554,0.23748144933155604,0.762518550668444
0.0033,1.924802081060749,5.7e-06,6702752.0,3.859375,2.0,5.0,0.0,3.859375,2.0,5.0,0.1533203125,0.36047205328941345,0.1533203125,0.28707385063171387,0.046875,0.0427908874116838,0.8805688619613647,0.0,0.0,0.0,0.0,0.0,6.800983101129532e-06,3.292767643928528,292.0,0.0009931373788276687,0.03,58,0.001,4,0.000823191910982132,0.002476808089017868,0.2494520942370097,0.7505479057629904
0.0034,2.2111575722240877,5.8e-06,6819728.0,3.96875,2.0,5.0,0.0,3.96875,2.0,5.0,0.1640625,0.3705132305622101,0.1640625,0.27555128931999207,0.078125,0.046508138068020344,0.843407392501831,0.0,0.0,0.0,0.0,0.0,9.30966780288145e-06,3.3264309763908386,264.0,0.0007430438854498789,0.04,59,0.001,4,0.0008316077440977097,0.00256839225590229,0.24459051296991463,0.7554094870300853
0.0034,2.2952605581122603,5.9e-06,6929280.0,4.078125,3.0,5.0,0.0,4.078125,3.0,5.0,0.146484375,0.3537639379501343,0.146484375,0.2669205367565155,0.078125,0.0316363088786602,0.8819361627101898,0.0,0.0,0.0,0.0,0.0,9.331793989986181e-06,3.340010643005371,236.0,0.0007896584138507023,0.04,60,0.001,4,0.0008350026607513428,0.0025649973392486572,0.24558901786804202,0.754410982131958
0.0039,2.19770126214145,6e-06,7061296.0,3.8125,2.0,5.0,0.0,3.8125,2.0,5.0,0.2060546875,0.40466785430908203,0.2060546875,0.273642361164093,0.109375,0.03431122424080968,0.8842037171125412,0.0,0.0,0.0,0.0,0.0,3.5460107028484344e-06,3.8281787037849426,304.0,0.0010748356289695948,0.04,61,0.001,4,0.0009570446759462357,0.002942955324053764,0.24539607075544506,0.7546039292445549
