path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Arts-grec-lcrec-aligned-sft-qwen4B-4-256-dsz3-4gpu/checkpoint-17268	0.0461	0.0618	0.0713	0.0882	0.1109	0.154	0.0461	0.0551	0.059	0.0644	0.0701	0.0787
