path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Games-bert4rec-recsys23/checkpoint-best	0.021155256868359403	0.062448235878747725	0.09626351783052131	0.14470290352350978	0.2349558673891952	0.021155256868359403	0.04174560581577005	0.05260404152221032	0.06479247923375712	0.08263708482936447
