path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Arts-tiger-grec-h50-reverse/checkpoint-best	0.059628863133554595	0.09228420383357383	0.11907735131519698	0.15271980031615212	0.21252656028126227	0.059628863133554595	0.07633728292887602	0.08490293131923521	0.09336276541895423	0.10523616296775413
