path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Arts-grec-genrec-fixed-ce-from-sft/checkpoint-421	0.0656	0.0837	0.0948	0.1168	0.1429	0.1889	0.0656	0.076	0.0806	0.0876	0.0942	0.1033
