path	NDCG@10	NDCG@50	HR@10	HR@50	NDCG@1	NDCG@5	NDCG@20	HR@1	HR@5	HR@20
Instruments-bert4rec-vanilla/checkpoint-best	0.07353184635063345	0.0865144690340531	0.09373539036933147	0.1541023842917251	0.05779569892473118	0.06886008905797031	0.07865428060687052	0.05779569892473118	0.07900888265544646	0.11413043478260869
