path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Arts-grec-genrec-fixed-ce-001-from-sft/checkpoint-2105	0.0715	0.0915	0.1027	0.1228	0.1482	0.199	0.0715	0.083	0.0877	0.0941	0.1005	0.1106
