path	NDCG@10	NDCG@50	HR@10	HR@50	NDCG@1	NDCG@5	NDCG@20	HR@1	HR@5	HR@20
Games-tiger-grec-h50-reverse/checkpoint-best	0.0418714588867074	0.0704254362597523	0.0806069673454187	0.2117672995271453	0.014848456325301206	0.031755919545799136	0.05381538290306028	0.014848456325301206	0.0489222515060241	0.12816190755510903
