path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Instruments-sasrec-recsys23/checkpoint-best	0.05966573165030388	0.08707339878447873	0.10822814399251987	0.13931743805516597	0.20114539504441328	0.05966573165030388	0.07371655561881807	0.08050755059191068	0.08830590898753678	0.10049429699186394
