path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50	MRR@1	MRR@5	MRR@10	MRR@20	MRR@50
Instruments-gru4rec-pytorch-official/checkpoint-best	0.078424497428705	0.10174146797568957	0.12032491818606826	0.1478494623655914	0.20675549322113138	0.078424497428705	0.09022401437955037	0.09619759326506139	0.10313033627036006	0.11476601335114768	0.078424497428705	0.08645395044413282	0.08889895330112718	0.0907886735255652	0.09263411425553744
