path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50	MRR@1	MRR@5	MRR@10	MRR@20	MRR@50
Games-caser-pytorch/checkpoint-best	0.010199010861591614	0.0334366643791855	0.05463924844411841	0.08762630445585556	0.15168366501810265	0.010199010861591614	0.021803768499058098	0.028628000480448022	0.03690443341782215	0.04957240853110618	0.010199010861591614	0.018003265576563638	0.02080092265496561	0.02303855292963377	0.025054935647671233
