path	NDCG@10	NDCG@50	HR@10	HR@50	NDCG@1	NDCG@5	NDCG@20	HR@1	HR@5	HR@20
Games-bert4rec-vanilla/checkpoint-best	0.03870593178747098	0.06355523142646863	0.07231595636432477	0.1874866892259637	0.0148844033223692	0.030444703389750544	0.04859847228169346	0.0148844033223692	0.04654629783004804	0.11164485671691238
