path	HR@1	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Games-tiger-grec-h50-reverse/checkpoint-best	0.01800010974208514	0.05451873719455704	0.08780134847079342	0.13655666989229975	0.22523197818910723	0.01800010974208514	0.03613852756309097	0.04680142566232252	0.059083448499103255	0.07665809690360985
